Name	Index Year	Overall Score	Business Freedom	Trade Freedom	Fiscal Freedom	Government Spending	Monetary Freedom	Investment Freedom	Financial Freedom	Property Rights	Freedom From Corruption	Labor Freedom
Maldives	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mali	1999	58,4	70,0	65,0	48,3	82,9	79,8	70,0	50,0	50,0	10,0	N/A
Malta	1999	59,3	70,0	61,0	67,5	41,9	73,3	70,0	50,0	70,0	30,0	N/A
Mauritania	1999	42,8	55,0	15,0	50,7	73,4	71,1	50,0	10,0	30,0	30,0	N/A
Mauritius	1999	68,5	85,0	57,0	76,0	85,1	73,6	50,0	70,0	70,0	50,0	N/A
Mexico	1999	58,5	55,0	77,0	73,4	86,3	58,2	70,0	30,0	50,0	27,0	N/A
Micronesia	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Moldova	1999	56,1	70,0	75,0	58,5	55,1	65,9	50,0	50,0	50,0	30,0	N/A
Mongolia	1999	58,6	55,0	85,0	63,8	61,1	62,1	50,0	50,0	50,0	50,0	N/A
Montenegro	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Morocco	1999	63,8	70,0	45,0	63,4	95,1	81,2	70,0	50,0	50,0	50,0	N/A
"Mozambique "	1999	48,9	40,0	63,0	68,0	87,4	61,6	30,0	50,0	30,0	10,0	N/A
Namibia	1999	66,1	70,0	61,0	66,9	60,7	76,3	70,0	70,0	70,0	50,0	N/A
Nepal	1999	53,1	55,0	65,0	83,0	88,4	66,9	30,0	30,0	50,0	10,0	N/A
New Zealand	1999	81,7	85,0	77,4	66,0	58,0	86,8	90,0	90,0	90,0	92,0	N/A
"Nicaragua "	1999	54,0	55,0	64,2	77,7	59,4	70,0	70,0	50,0	30,0	10,0	N/A
Niger	1999	48,6	55,0	48,4	46,0	95,8	72,1	30,0	30,0	50,0	10,0	N/A
Nigeria	1999	55,7	55,0	48,4	84,5	78,3	67,3	70,0	30,0	50,0	18,0	N/A
North Korea	1999	8,9	40,0	0,0	0,0	0,0	0,0	10,0	10,0	10,0	10,0	N/A
Norway	1999	68,6	70,0	82,4	57,9	27,4	80,5	70,0	50,0	90,0	89,0	N/A
Oman	1999	64,9	70,0	79,0	90,9	56,0	87,9	30,0	30,0	70,0	70,0	N/A
"Pakistan "	1999	53,0	55,0	29,0	78,5	70,6	68,8	70,0	50,0	30,0	25,0	N/A
"Panama "	1999	72,6	70,0	67,6	80,9	86,8	87,9	70,0	90,0	50,0	50,0	N/A
Papua New Guinea	1999	56,3	55,0	37,4	81,5	79,2	73,3	50,0	30,0	50,0	50,0	N/A
"Paraguay "	1999	63,7	55,0	66,4	89,7	90,1	71,8	90,0	70,0	30,0	10,0	N/A
Peru	1999	69,2	70,0	66,0	80,2	91,3	75,5	70,0	70,0	70,0	30,0	N/A
Poland	1999	59,6	70,0	73,0	53,2	36,0	63,6	70,0	50,0	70,0	51,0	N/A
Portugal	1999	65,6	70,0	77,8	60,6	37,1	84,8	70,0	50,0	70,0	70,0	N/A
Qatar	1999	62,0	55,0	75,0	87,5	47,8	72,7	50,0	30,0	50,0	90,0	N/A
"Republic of Congo "	1999	41,6	55,0	25,0	54,5	67,3	72,8	30,0	30,0	30,0	10,0	N/A
Romania	1999	50,1	55,0	74,0	45,0	65,1	27,0	70,0	50,0	30,0	34,0	N/A
Russia	1999	54,5	55,0	53,2	74,3	65,3	50,3	50,0	70,0	50,0	23,0	N/A
Rwanda	1999	39,8	40,0	39,0	67,3	85,1	66,8	30,0	10,0	10,0	10,0	N/A
Saint Lucia	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saint Vincent and the Grenadines	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Samoa	1999	58,7	70,0	62,0	64,5	36,8	75,0	50,0	50,0	50,0	70,0	N/A
"São Tomé and Príncipe "	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saudi Arabia	1999	65,5	70,0	59,0	99,4	56,9	84,3	30,0	50,0	70,0	70,0	N/A
Senegal	1999	60,6	55,0	65,0	60,3	90,1	75,1	50,0	50,0	50,0	50,0	N/A
"Serbia "	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Seychelles	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sierra Leone	1999	47,2	55,0	49,0	52,1	90,7	58,2	50,0	30,0	30,0	10,0	N/A
Singapore	1999	86,9	100,0	83,0	82,7	93,4	86,4	90,0	70,0	90,0	87,0	N/A
Slovakia	1999	54,2	70,0	73,0	53,0	17,6	74,0	50,0	50,0	50,0	50,0	N/A
Slovenia	1999	61,3	70,0	59,0	52,4	39,5	70,8	70,0	70,0	70,0	50,0	N/A
Solomon Islands	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
South Africa	1999	63,3	85,0	61,0	60,8	66,7	76,7	70,0	50,0	50,0	50,0	N/A
South Korea	1999	69,7	70,0	69,6	67,8	85,5	81,5	70,0	50,0	90,0	43,0	N/A
Spain	1999	65,1	70,0	77,8	46,5	42,7	79,7	70,0	70,0	70,0	59,0	N/A
Sri Lanka	1999	64,0	70,0	68,0	72,6	71,7	74,0	50,0	70,0	50,0	50,0	N/A
Sudan	1999	39,6	55,0	37,0	33,0	78,8	32,1	30,0	30,0	30,0	30,0	N/A
Suriname	1999	40,1	55,0	25,0	69,6	13,8	57,8	50,0	30,0	50,0	10,0	N/A
Swaziland	1999	62,1	70,0	61,0	63,2	72,8	72,2	70,0	50,0	70,0	30,0	N/A
Sweden	1999	64,2	70,0	79,4	35,4	0,0	89,3	70,0	70,0	70,0	94,0	N/A
Switzerland	1999	79,1	70,0	81,6	80,4	54,4	89,7	70,0	90,0	90,0	86,0	N/A
Syria	1999	39,0	55,0	27,8	39,2	76,5	72,1	30,0	10,0	30,0	10,0	N/A
Taiwan	1999	71,5	85,0	78,0	75,2	78,3	86,8	50,0	50,0	90,0	50,0	N/A
Tajikistan	1999	41,2	55,0	68,4	57,7	89,3	0,0	30,0	30,0	30,0	10,0	N/A
Tanzania	1999	60,0	55,0	67,8	77,3	92,5	67,8	50,0	50,0	50,0	30,0	N/A
"Thailand "	1999	66,9	70,0	71,2	74,6	91,2	74,9	70,0	50,0	70,0	31,0	N/A
The Bahamas	1999	74,7	100,0	19,4	97,2	87,1	88,4	50,0	70,0	90,0	70,0	N/A
The Gambia	1999	52,1	55,0	56,4	70,5	72,5	74,5	30,0	30,0	70,0	10,0	N/A
The Netherlands	1999	70,2	70,0	77,8	37,1	26,2	80,7	70,0	90,0	90,0	90,0	N/A
The Philippines	1999	61,9	55,0	58,4	73,5	90,6	79,3	50,0	50,0	70,0	31,0	N/A
Timor-Leste	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Togo	1999	48,2	40,0	63,0	77,4	86,6	66,9	30,0	30,0	30,0	10,0	N/A
Tonga	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Trinidad and Tobago	1999	72,4	70,0	51,6	68,1	79,1	82,8	90,0	70,0	90,0	50,0	N/A
Tunisia	1999	61,1	70,0	46,6	69,2	62,0	82,5	70,0	50,0	50,0	50,0	N/A
Turkey	1999	59,2	70,0	74,4	57,0	57,1	31,8	70,0	70,0	70,0	32,0	N/A
Turkmenistan	1999	36,1	55,0	40,0	57,5	92,3	0,0	30,0	10,0	30,0	10,0	N/A
Uganda	1999	64,8	85,0	25,0	80,8	92,1	83,1	70,0	50,0	70,0	27,0	N/A
Ukraine	1999	43,7	55,0	53,0	63,0	43,0	39,3	50,0	30,0	30,0	30,0	N/A
United Arab Emirates	1999	71,5	85,0	77,0	99,9	43,0	78,9	30,0	50,0	90,0	90,0	N/A
United Kingdom	1999	76,2	85,0	77,8	62,3	44,5	84,1	70,0	90,0	90,0	82,0	N/A
United States	1999	75,5	85,0	78,4	64,1	61,3	85,0	70,0	70,0	90,0	76,0	N/A
"Uruguay "	1999	68,5	70,0	73,0	88,4	70,0	64,1	70,0	70,0	70,0	41,0	N/A
Uzbekistan	1999	33,8	40,0	50,0	55,9	52,5	25,7	30,0	10,0	30,0	10,0	N/A
Vanuatu	1999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Venezuela "	1999	56,1	70,0	65,4	75,1	77,1	39,7	50,0	50,0	50,0	28,0	N/A
Vietnam	1999	42,7	40,0	51,0	43,0	81,4	70,8	30,0	30,0	10,0	28,0	N/A
Yemen	1999	43,3	55,0	45,0	74,1	52,5	62,8	30,0	30,0	30,0	10,0	N/A
Zambia	1999	64,2	55,0	73,0	71,9	77,6	60,4	70,0	70,0	50,0	50,0	N/A
Zimbabwe	1999	47,2	55,0	38,2	65,4	64,3	61,8	30,0	50,0	30,0	30,0	N/A
Afghanistan	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Albania	1998	53,9	70,0	59,0	82,1	66,5	67,7	70,0	30,0	30,0	10,0	N/A
Algeria	1998	55,8	70,0	54,2	48,6	69,3	60,1	50,0	50,0	50,0	50,0	N/A
Angola	1998	24,9	40,0	25,0	59,1	0,0	0,0	30,0	30,0	30,0	10,0	N/A
Argentina	1998	70,9	85,0	60,0	77,7	83,3	87,7	70,0	70,0	70,0	34,0	N/A
Armenia	1998	49,6	55,0	75,0	80,9	75,1	0,0	30,0	50,0	50,0	30,0	N/A
Australia	1998	75,6	70,0	79,4	56,1	54,8	84,0	70,0	90,0	90,0	86,0	N/A
Austria	1998	65,4	70,0	78,4	46,5	1,5	86,0	70,0	70,0	90,0	76,0	N/A
Azerbaijan	1998	43,1	55,0	55,0	70,3	87,9	0,0	30,0	30,0	30,0	30,0	N/A
Bahrain	1998	75,6	85,0	78,4	99,4	78,1	89,6	50,0	70,0	60,0	70,0	N/A
"Bangladesh "	1998	52,0	40,0	38,0	73,0	93,5	71,1	50,0	50,0	30,0	23,0	N/A
Barbados	1998	67,9	70,0	62,0	60,3	73,0	85,9	70,0	70,0	70,0	50,0	N/A
Belarus	1998	38,0	55,0	79,0	43,4	44,5	0,0	30,0	50,0	30,0	10,0	N/A
Belgium	1998	64,7	70,0	77,8	33,7	16,4	86,1	70,0	70,0	90,0	68,0	N/A
Belize	1998	59,1	70,0	33,0	63,7	64,7	80,6	70,0	50,0	50,0	50,0	N/A
Benin	1998	61,7	70,0	58,8	71,8	85,3	69,7	50,0	50,0	50,0	50,0	N/A
Bhutan	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Bolivia	1998	68,8	55,0	74,8	89,1	77,5	78,6	70,0	70,0	70,0	34,0	N/A
Bosnia and Herzegovina	1998	29,4	40,0	69,4	78,8	16,7	0,0	30,0	10,0	10,0	10,0	N/A
Botswana	1998	62,8	70,0	61,0	76,6	63,0	74,8	50,0	70,0	70,0	30,0	N/A
Brazil	1998	52,3	70,0	57,8	88,6	74,4	0,0	50,0	50,0	50,0	30,0	N/A
Bulgaria	1998	45,7	55,0	49,0	53,5	48,8	25,2	50,0	50,0	50,0	30,0	N/A
Burkina Faso	1998	54,5	55,0	55,0	66,3	86,9	66,9	70,0	30,0	50,0	10,0	N/A
Burma	1998	45,7	40,0	50,0	81,9	84,3	55,0	30,0	30,0	30,0	10,0	N/A
Burundi	1998	44,7	55,0	70,2	43,7	79,6	54,2	30,0	30,0	30,0	10,0	N/A
Cambodia	1998	59,8	55,0	68,0	91,6	91,6	72,0	50,0	50,0	30,0	30,0	N/A
Cameroon	1998	48,0	55,0	29,0	50,9	92,2	70,1	50,0	30,0	30,0	25,0	N/A
Canada	1998	68,5	85,0	77,0	38,1	29,4	86,9	50,0	70,0	90,0	90,0	N/A
Cape Verde	1998	48,0	55,0	45,0	63,5	19,8	69,0	70,0	10,0	70,0	30,0	N/A
Central African Republic	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Chad	1998	46,6	55,0	65,2	46,1	90,2	62,6	30,0	30,0	30,0	10,0	N/A
Chile	1998	74,9	85,0	73,0	73,0	88,1	77,1	70,0	50,0	90,0	68,0	N/A
China	1998	53,1	55,0	34,0	70,5	95,9	68,2	50,0	50,0	30,0	24,0	N/A
Colombia	1998	65,5	70,0	61,0	76,2	99,1	66,2	70,0	70,0	50,0	27,0	N/A
Comoros	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Costa Rica "	1998	65,6	70,0	63,0	82,4	87,0	67,7	70,0	50,0	50,0	50,0	N/A
"Côte d'Ivoire "	1998	51,3	55,0	34,0	51,2	88,5	72,7	50,0	50,0	30,0	30,0	N/A
Croatia	1998	51,7	55,0	60,8	68,3	39,5	61,8	50,0	50,0	30,0	50,0	N/A
Cuba	1998	28,2	40,0	60,6	47,6	0,0	65,4	10,0	10,0	10,0	10,0	N/A
Cyprus	1998	68,2	85,0	71,2	71,1	67,7	78,9	70,0	70,0	50,0	50,0	N/A
Czech Republic	1998	68,4	85,0	77,4	54,7	39,3	75,9	70,0	90,0	70,0	54,0	N/A
Democratic Republic of Congo	1998	40,6	55,0	49,0	54,5	97,2	10,0	30,0	30,0	30,0	10,0	N/A
Denmark	1998	67,5	85,0	77,8	30,6	0,0	90,8	70,0	70,0	90,0	93,0	N/A
Djibouti	1998	55,9	55,0	51,0	84,7	55,1	77,2	50,0	50,0	50,0	30,0	N/A
Dominica	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Dominican Republic	1998	58,1	55,0	52,2	85,7	91,8	77,8	50,0	50,0	30,0	30,0	N/A
Ecuador	1998	62,8	55,0	67,0	86,9	90,9	63,8	70,0	50,0	50,0	32,0	N/A
Egypt	1998	55,8	55,0	45,6	56,5	76,5	70,6	50,0	70,0	50,0	28,0	N/A
"El Salvador "	1998	70,2	70,0	71,0	83,5	91,9	75,1	70,0	70,0	50,0	50,0	N/A
Equatorial Guinea	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Eritrea	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Estonia	1998	72,5	85,0	83,0	72,2	50,1	62,3	90,0	70,0	70,0	70,0	N/A
Ethiopia	1998	49,2	55,0	52,2	48,4	80,6	86,8	30,0	30,0	30,0	30,0	N/A
Fiji	1998	58,2	55,0	58,4	70,9	79,6	79,7	50,0	50,0	50,0	30,0	N/A
Finland	1998	63,5	70,0	73,2	38,5	0,0	89,5	70,0	50,0	90,0	91,0	N/A
France	1998	58,9	85,0	77,8	38,2	8,6	81,2	50,0	50,0	70,0	70,0	N/A
Gabon	1998	59,2	70,0	20,0	49,5	78,6	74,4	70,0	70,0	50,0	50,0	N/A
Georgia	1998	47,9	55,0	69,0	91,7	95,5	0,0	50,0	30,0	30,0	10,0	N/A
Germany	1998	64,3	55,0	79,4	37,8	26,8	87,0	70,0	50,0	90,0	83,0	N/A
Ghana	1998	57,0	55,0	61,6	73,3	72,3	51,2	50,0	50,0	50,0	50,0	N/A
Greece	1998	60,6	70,0	77,8	53,3	52,5	71,4	70,0	30,0	70,0	50,0	N/A
"Guatemala "	1998	65,8	55,0	69,0	81,4	97,3	69,6	50,0	70,0	50,0	50,0	N/A
Guinea	1998	61,0	55,0	69,0	71,4	90,5	82,8	50,0	70,0	30,0	30,0	N/A
Guinea-Bissau	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Guyana	1998	52,7	55,0	51,0	58,9	53,7	76,2	50,0	50,0	50,0	30,0	N/A
Haiti	1998	45,7	40,0	61,8	78,5	96,6	54,0	30,0	30,0	10,0	10,0	N/A
"Honduras "	1998	56,2	55,0	63,0	64,8	85,1	58,3	50,0	50,0	50,0	30,0	N/A
Hong Kong	1998	88,0	100,0	90,0	91,9	92,4	78,0	90,0	90,0	90,0	70,0	N/A
"Hungary "	1998	56,9	70,0	61,0	55,7	2,9	63,8	70,0	70,0	70,0	49,0	N/A
Iceland	1998	71,2	70,0	81,2	61,2	42,4	85,8	70,0	50,0	90,0	90,0	N/A
India	1998	49,7	55,0	13,2	67,1	89,7	65,6	50,0	30,0	50,0	26,0	N/A
Indonesia	1998	63,4	55,0	73,0	80,1	94,3	71,7	70,0	50,0	50,0	27,0	N/A
Iran	1998	36,0	55,0	55,0	41,5	84,8	48,0	10,0	10,0	10,0	10,0	N/A
Iraq	1998	17,2	55,0	40,0	10,0	10,2	0,0	10,0	10,0	10,0	10,0	N/A
Ireland	1998	73,7	85,0	77,8	51,8	48,3	86,1	70,0	70,0	90,0	85,0	N/A
Israel	1998	68,0	85,0	81,0	52,2	32,3	73,9	90,0	50,0	70,0	77,0	N/A
Italy	1998	59,1	70,0	77,8	43,3	14,5	81,9	70,0	70,0	70,0	34,0	N/A
"Jamaica "	1998	67,1	70,0	67,0	75,6	73,5	58,0	70,0	70,0	70,0	50,0	N/A
Japan	1998	70,2	85,0	79,0	53,8	60,9	92,9	50,0	50,0	90,0	71,0	N/A
Jordan	1998	66,8	70,0	56,2	75,9	64,3	75,5	70,0	70,0	70,0	49,0	N/A
Kazakhstan	1998	41,7	55,0	61,0	73,3	85,7	0,0	30,0	30,0	30,0	10,0	N/A
Kenya	1998	58,4	55,0	60,6	72,5	74,2	71,1	50,0	70,0	50,0	22,0	N/A
Kiribati	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Kuwait	1998	66,3	85,0	77,0	99,9	16,4	78,5	30,0	50,0	90,0	70,0	N/A
"Kyrgyz Republic "	1998	51,8	55,0	65,0	72,3	72,6	41,1	50,0	50,0	30,0	30,0	N/A
Laos	1998	35,2	40,0	66,0	32,2	85,2	53,1	10,0	10,0	10,0	10,0	N/A
Latvia	1998	63,4	70,0	81,0	77,5	56,2	66,0	70,0	70,0	50,0	30,0	N/A
Lebanon	1998	59,0	70,0	36,6	98,0	70,8	75,8	50,0	70,0	50,0	10,0	N/A
Lesotho	1998	48,4	55,0	61,0	61,8	32,0	65,9	50,0	30,0	50,0	30,0	N/A
Liberia	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Libya	1998	32,0	40,0	49,0	33,3	61,1	64,9	10,0	10,0	10,0	10,0	N/A
Liechtenstein	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lithuania	1998	59,4	70,0	81,0	70,7	59,4	53,9	70,0	50,0	50,0	30,0	N/A
Luxembourg	1998	72,7	85,0	79,0	45,6	37,9	87,0	70,0	70,0	90,0	90,0	N/A
Macau	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Macedonia	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Madagascar	1998	51,8	70,0	29,2	74,8	90,7	61,1	30,0	30,0	50,0	30,0	N/A
Malawi	1998	54,1	55,0	54,6	70,9	80,2	45,9	50,0	50,0	50,0	30,0	N/A
"Malaysia "	1998	68,2	85,0	65,0	76,8	85,3	78,1	50,0	50,0	70,0	53,0	N/A
Maldives	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mali	1998	57,3	70,0	65,0	48,8	81,4	70,1	70,0	50,0	50,0	10,0	N/A
Malta	1998	61,2	70,0	70,4	66,6	49,6	74,6	70,0	50,0	70,0	30,0	N/A
Mauritania	1998	43,7	55,0	15,0	50,1	82,7	70,7	50,0	10,0	30,0	30,0	N/A
Mauritius	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mexico	1998	57,9	55,0	74,8	73,4	80,9	54,1	70,0	30,0	50,0	33,0	N/A
Micronesia	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Moldova	1998	53,5	70,0	75,0	57,7	52,7	46,3	50,0	50,0	50,0	30,0	N/A
Mongolia	1998	57,3	70,0	85,0	61,9	51,0	48,1	50,0	50,0	50,0	50,0	N/A
Montenegro	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Morocco	1998	61,1	70,0	45,0	63,6	73,7	77,4	70,0	50,0	50,0	50,0	N/A
"Mozambique "	1998	43,0	40,0	31,0	68,0	82,1	45,8	30,0	50,0	30,0	10,0	N/A
Namibia	1998	66,1	70,0	61,0	67,1	60,7	76,3	70,0	70,0	70,0	50,0	N/A
Nepal	1998	53,5	55,0	66,6	83,0	89,6	67,3	30,0	30,0	50,0	10,0	N/A
New Zealand	1998	79,2	85,0	78,6	64,6	55,8	84,7	70,0	90,0	90,0	94,0	N/A
"Nicaragua "	1998	53,8	55,0	64,0	77,8	58,3	69,0	70,0	50,0	30,0	10,0	N/A
Niger	1998	47,5	55,0	48,4	46,0	92,9	65,6	30,0	30,0	50,0	10,0	N/A
Nigeria	1998	52,3	55,0	48,4	84,5	71,7	53,8	70,0	30,0	50,0	7,0	N/A
North Korea	1998	8,9	40,0	0,0	0,0	0,0	0,0	10,0	10,0	10,0	10,0	N/A
Norway	1998	68,0	70,0	83,0	57,9	20,1	82,0	70,0	50,0	90,0	89,0	N/A
Oman	1998	64,9	85,0	79,0	74,9	42,2	82,9	50,0	30,0	70,0	70,0	N/A
"Pakistan "	1998	53,2	55,0	35,0	67,4	72,6	69,0	70,0	50,0	50,0	10,0	N/A
"Panama "	1998	72,6	70,0	67,6	80,7	87,3	88,1	70,0	90,0	50,0	50,0	N/A
Papua New Guinea	1998	55,2	55,0	37,0	81,5	75,1	67,9	50,0	30,0	50,0	50,0	N/A
"Paraguay "	1998	65,2	70,0	69,0	89,5	90,0	68,4	90,0	70,0	30,0	10,0	N/A
Peru	1998	65,0	55,0	65,2	80,4	91,4	72,6	70,0	70,0	50,0	30,0	N/A
Poland	1998	59,2	70,0	73,0	51,6	33,2	59,6	70,0	50,0	70,0	56,0	N/A
Portugal	1998	65,0	70,0	77,8	59,8	39,3	83,1	70,0	50,0	70,0	65,0	N/A
Qatar	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Republic of Congo "	1998	33,8	55,0	25,0	54,5	67,5	62,4	10,0	10,0	10,0	10,0	N/A
Romania	1998	54,4	55,0	74,0	43,9	64,3	52,1	70,0	50,0	30,0	50,0	N/A
Russia	1998	52,8	55,0	58,6	74,2	67,3	24,3	50,0	70,0	50,0	26,0	N/A
Rwanda	1998	39,1	40,0	34,0	67,6	88,0	62,7	30,0	10,0	10,0	10,0	N/A
Saint Lucia	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saint Vincent and the Grenadines	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Samoa	1998	49,9	70,0	0,0	64,5	17,3	77,4	50,0	50,0	50,0	70,0	N/A
"São Tomé and Príncipe "	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saudi Arabia	1998	69,3	85,0	59,0	99,4	59,2	80,9	30,0	50,0	90,0	70,0	N/A
Senegal	1998	59,7	55,0	65,0	60,6	88,2	68,6	50,0	50,0	50,0	50,0	N/A
"Serbia "	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Seychelles	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sierra Leone	1998	47,7	70,0	35,0	51,9	93,2	59,0	50,0	30,0	30,0	10,0	N/A
Singapore	1998	87,0	100,0	83,0	82,7	92,1	86,9	90,0	70,0	90,0	88,0	N/A
Slovakia	1998	57,5	70,0	73,0	66,4	35,4	72,7	50,0	50,0	50,0	50,0	N/A
Slovenia	1998	60,7	70,0	59,0	51,8	37,3	68,4	70,0	70,0	70,0	50,0	N/A
Solomon Islands	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
South Africa	1998	64,3	85,0	61,0	61,3	67,3	77,3	70,0	50,0	50,0	57,0	N/A
South Korea	1998	73,3	70,0	69,2	72,4	87,3	80,9	70,0	70,0	90,0	50,0	N/A
Spain	1998	62,6	70,0	77,8	46,3	39,3	77,4	70,0	70,0	70,0	43,0	N/A
Sri Lanka	1998	64,6	85,0	61,0	72,3	66,3	77,0	50,0	70,0	50,0	50,0	N/A
Sudan	1998	38,3	55,0	37,0	32,9	82,7	17,0	30,0	30,0	30,0	30,0	N/A
Suriname	1998	39,9	55,0	25,0	60,6	48,6	29,9	50,0	30,0	50,0	10,0	N/A
Swaziland	1998	62,0	70,0	61,0	62,0	73,5	71,5	70,0	50,0	70,0	30,0	N/A
Sweden	1998	64,0	70,0	79,4	37,3	0,0	88,3	70,0	70,0	70,0	91,0	N/A
Switzerland	1998	79,0	70,0	81,6	77,4	56,2	88,5	70,0	90,0	90,0	88,0	N/A
Syria	1998	42,2	85,0	36,8	38,2	74,1	65,8	30,0	10,0	30,0	10,0	N/A
Taiwan	1998	70,4	85,0	77,0	74,4	73,7	83,4	50,0	50,0	90,0	50,0	N/A
Tajikistan	1998	41,1	55,0	68,4	57,5	89,3	0,0	30,0	30,0	30,0	10,0	N/A
Tanzania	1998	59,6	55,0	67,8	77,5	92,1	64,1	50,0	50,0	50,0	30,0	N/A
"Thailand "	1998	67,3	70,0	71,6	74,2	91,9	74,8	70,0	50,0	70,0	33,0	N/A
The Bahamas	1998	74,5	100,0	19,4	97,2	87,4	86,9	50,0	70,0	90,0	70,0	N/A
The Gambia	1998	53,4	55,0	58,0	72,8	80,2	74,8	30,0	30,0	70,0	10,0	N/A
The Netherlands	1998	69,2	70,0	77,8	36,2	20,7	80,8	70,0	90,0	90,0	87,0	N/A
The Philippines	1998	62,8	70,0	59,0	73,0	88,9	77,8	50,0	50,0	70,0	27,0	N/A
Timor-Leste	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Togo	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Tonga	1998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Trinidad and Tobago	1998	72,0	70,0	50,4	67,4	78,5	81,8	90,0	70,0	90,0	50,0	N/A
Tunisia	1998	63,9	85,0	35,0	69,3	64,3	81,7	70,0	70,0	50,0	50,0	N/A
Turkey	1998	60,9	70,0	73,8	58,4	68,5	31,8	70,0	70,0	70,0	35,0	N/A
Turkmenistan	1998	35,0	55,0	40,0	56,2	84,1	0,0	30,0	10,0	30,0	10,0	N/A
Uganda	1998	64,7	85,0	25,0	80,9	91,6	82,4	70,0	50,0	70,0	27,0	N/A
Ukraine	1998	40,4	55,0	53,0	64,4	51,0	0,0	50,0	30,0	30,0	30,0	N/A
United Arab Emirates	1998	72,2	85,0	76,0	99,9	51,0	78,0	30,0	50,0	90,0	90,0	N/A
United Kingdom	1998	76,5	85,0	77,8	60,8	40,3	84,7	70,0	90,0	90,0	90,0	N/A
United States	1998	75,4	85,0	78,4	64,3	60,3	84,3	70,0	70,0	90,0	77,0	N/A
"Uruguay "	1998	68,6	70,0	71,0	88,6	69,3	58,5	70,0	70,0	70,0	50,0	N/A
Uzbekistan	1998	31,5	40,0	50,0	57,4	56,5	0,0	30,0	10,0	30,0	10,0	N/A
